Airline,Date_of_Journey,Source,Destination,Route,Additional_Info,Price,Duration_in_mins,Month_of_Journey,Dep_Time_in_htclass,Day_of_Journey,Totalno_Stops
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,590,June,early morning,Wednesday,1
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,9134,315,March,late morning,Friday,1
Air India,09/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,No Info,10493,1545,September,early morning,Friday,2
Jet Airways,24/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,8147,1280,March,late morning,Sunday,1
SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,140,June,night,Friday,0
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14571,1025,September,evening,Friday,1
Air India,03/03/2019,Banglore,New Delhi,BLR ? VGA ? HYD ? DEL,No Info,11003,655,March,late morning,Sunday,2
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,550,March,night,Wednesday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12719,995,March,midnight,Thursday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1325,June,night,Monday,1
Air India,21/06/2019,Banglore,Delhi,BLR ? DEL,No Info,7171,165,June,evening,Friday,0
SpiceJet,27/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4423,160,April,early morning,Saturday,0
Multiple carriers,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12616,490,September,evening,Tuesday,1
Air India,01/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,No Info,12970,1560,January,evening,Sunday,2
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14914,775,March,night,Sunday,1
Jet Airways,06/05/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,3210,85,June,midnight,Wednesday,0
GoAir,21/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4632,175,April,early morning,Sunday,0
Jet Airways,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,655,September,evening,Thursday,1
IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,150,June,afternoon,Saturday,0
Multiple carriers,03/03/2019,Delhi,Cochin,DEL ? GWL ? IDR ? BOM ? COK,No Info,21829,565,March,late morning,Sunday,3
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13587,780,January,late morning,Sunday,1
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,12819,1760,June,night,Thursday,2
Air Asia,27/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6151,660,March,night,Wednesday,1
Jet Airways,01/06/2019,Banglore,Delhi,BLR ? DEL,No Info,8016,175,January,afternoon,Sunday,0
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15135,680,June,early morning,Monday,1
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6794,500,May,evening,Tuesday,1
Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8610,1640,May,evening,Wednesday,1
Air India,18/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,12723,1840,May,early morning,Saturday,2
Air India,06/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,No Info,7662,1515,June,noon,Thursday,1
Multiple carriers,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14343,515,September,evening,Tuesday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6795,910,January,late morning,Sunday,1
SpiceJet,09/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,140,September,night,Thursday,0
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,December,night,Friday,0
Air India,06/03/2019,Mumbai,Hyderabad,BOM ? CCU ? HYD,No Info,16666,905,June,early morning,Monday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11098,460,January,early morning,Sunday,1
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,10539,1745,September,evening,Friday,1
Air India,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9929,735,May,early morning,Monday,1
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1430,December,evening,Thursday,1
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,12692,1730,June,late morning,Thursday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,9212,455,March,night,Thursday,1
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13727,630,May,afternoon,Wednesday,1
Air Asia,15/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4282,170,June,early morning,Saturday,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1285,May,evening,Friday,1
Air India,27/06/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7480,965,June,evening,Thursday,1
IndiGo,01/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,180,January,evening,Saturday,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,825,May,night,Saturday,1
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7215,560,March,late morning,Thursday,1
Air India,09/05/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7480,1640,September,early morning,Thursday,1
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8143,720,June,late morning,Monday,1
IndiGo,03/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,175,March,evening,Tuesday,0
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,735,June,night,Thursday,1
SpiceJet,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5621,175,December,night,Wednesday,0
Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,9555,1440,May,night,Saturday,1
IndiGo,21/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,4777,165,March,midnight,Thursday,0
SpiceJet,03/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7648,175,March,late morning,Sunday,0
IndiGo,01/04/2019,Kolkata,Banglore,CCU ? PAT ? BLR,No Info,10308,295,January,late morning,Friday,1
Jet Airways,24/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,No Info,21219,440,May,late morning,Friday,2
IndiGo,06/05/2019,Kolkata,Banglore,CCU ? PAT ? BLR,No Info,11319,295,June,late morning,Wednesday,1
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1415,May,night,Wednesday,1
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15078,435,September,evening,Thursday,1
SpiceJet,01/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2017,90,January,night,Saturday,0
Air Asia,01/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4409,150,January,night,Sunday,0
IndiGo,09/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,5054,275,September,early morning,Friday,1
Air India,15/03/2019,Banglore,New Delhi,BLR ? CCU ? GAU ? DEL,No Info,10111,980,March,early morning,Friday,2
SpiceJet,18/03/2019,Banglore,New Delhi,BLR ? DEL,No check-in baggage included,4273,170,March,night,Monday,0
Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,8576,905,May,evening,Friday,1
Jet Airways,03/06/2019,Banglore,Delhi,BLR ? DEL,No Info,8016,180,March,evening,Wednesday,0
Jet Airways,09/06/2019,Banglore,Delhi,BLR ? DEL,No Info,8016,175,September,afternoon,Friday,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,1630,May,night,Saturday,1
IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4423,165,April,early morning,Monday,0
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,4050,85,June,early morning,Saturday,0
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,345,June,afternoon,Wednesday,1
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,735,May,night,Wednesday,1
Air Asia,21/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,No Info,5162,215,May,night,Tuesday,1
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13731,450,September,night,Friday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,7438,925,March,noon,Thursday,1
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,1520,May,late morning,Wednesday,1
Vistara,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5613,170,December,night,Wednesday,0
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,No Info,5380,290,May,afternoon,Wednesday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,7438,1015,March,late morning,Thursday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,9646,925,January,early morning,Sunday,1
Air Asia,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6853,625,May,night,Wednesday,1
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,13555,375,March,afternoon,Monday,1
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5883,480,June,evening,Saturday,1
IndiGo,09/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6171,425,September,early morning,Tuesday,1
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3175,90,May,evening,Tuesday,0
IndiGo,27/03/2019,Delhi,Cochin,DEL ? AMD ? COK,No Info,4832,355,March,early morning,Wednesday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13377,570,January,evening,Sunday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,520,June,night,Monday,1
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1100,January,evening,Sunday,1
Air India,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,8603,1180,May,noon,Saturday,2
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,1330,June,early morning,Thursday,1
Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8452,765,May,night,Tuesday,1
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14231,1395,March,evening,Sunday,1
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16289,660,May,late morning,Tuesday,1
SpiceJet,03/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6860,175,March,late morning,Sunday,0
IndiGo,09/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,September,midnight,Thursday,0
Multiple carriers,09/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,9646,925,September,early morning,Friday,1
Air India,27/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,4667,135,May,late morning,Monday,0
IndiGo,21/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,April,afternoon,Sunday,0
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,4545,165,September,midnight,Tuesday,0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,25735,1290,January,night,Thursday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,12647,1375,March,early morning,Thursday,2
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,1090,January,afternoon,Saturday,1
IndiGo,09/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,5277,140,September,night,Friday,0
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6206,845,March,late morning,Wednesday,1
Air Asia,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4483,165,December,late morning,Wednesday,0
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,9870,1550,May,evening,Friday,1
SpiceJet,27/06/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,150,June,evening,Thursday,0
SpiceJet,27/03/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3815,150,March,late morning,Wednesday,0
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6860,170,March,night,Sunday,0
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,12121,870,January,night,Saturday,1
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,5963,535,March,late morning,Wednesday,1
SpiceJet,06/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3625,160,June,early morning,Thursday,0
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,145,June,late morning,Saturday,0
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,170,December,night,Friday,0
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,9646,385,December,late morning,Friday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10152,620,May,midnight,Monday,1
IndiGo,03/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,7514,940,March,early morning,Wednesday,1
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,16736,685,June,early morning,Monday,1
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13584,910,June,evening,Wednesday,1
Air India,21/05/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,No Info,11222,1415,May,late morning,Tuesday,2
IndiGo,01/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,3850,140,January,early morning,Saturday,0
Vistara,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7608,160,March,noon,Sunday,0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1220,December,night,Thursday,1
Multiple carriers,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7408,510,September,evening,Friday,1
Vistara,18/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,3687,135,May,early morning,Saturday,0
SpiceJet,03/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,11726,375,March,evening,Sunday,1
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,1610,June,early morning,Wednesday,1
Air India,24/03/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,No Info,12829,1845,March,early morning,Sunday,2
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6069,300,June,evening,Thursday,1
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8529,1640,December,evening,Friday,1
Vistara,09/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8085,385,September,evening,Thursday,1
Vistara,15/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4878,165,May,night,Wednesday,0
IndiGo,03/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4077,170,March,noon,Monday,0
IndiGo,09/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,No Info,7605,315,September,night,Thursday,1
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13014,1375,June,early morning,Saturday,2
IndiGo,03/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,11600,885,March,early morning,Sunday,1
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,1005,December,evening,Thursday,1
Air India,24/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,No Info,12497,1105,June,noon,Monday,2
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,17024,995,June,midnight,Monday,1
SpiceJet,09/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,6300,155,September,late morning,Tuesday,0
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15147,470,June,evening,Monday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6795,760,January,noon,Sunday,1
IndiGo,03/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5755,85,March,night,Sunday,0
Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,10203,1185,December,night,Thursday,1
Jet Airways,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,1015,June,late morning,Thursday,1
IndiGo,18/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,4545,170,March,night,Monday,0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,855,May,early morning,Wednesday,1
Air India,12/03/2019,Banglore,New Delhi,BLR ? TRV ? COK ? DEL,No Info,11602,1655,December,early morning,Tuesday,2
IndiGo,06/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,4049,90,June,early morning,Wednesday,0
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14571,740,September,late morning,Friday,1
Air India,09/06/2019,Banglore,Delhi,BLR ? DEL,No Info,6961,165,September,early morning,Friday,0
SpiceJet,15/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,No Info,6381,520,May,late morning,Wednesday,1
SpiceJet,01/04/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,155,January,early morning,Friday,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,No Info,11538,1325,March,early morning,Thursday,2
Vistara,06/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8610,1440,June,night,Wednesday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7408,840,January,early morning,Sunday,1
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1010,June,night,Thursday,1
Air India,06/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,10991,1625,June,early morning,Wednesday,2
Multiple carriers,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13587,435,September,evening,Friday,1
Air India,15/05/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7480,1255,May,noon,Wednesday,1
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? IDR ? DEL,No Info,6351,300,September,evening,Tuesday,1
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,7153,420,May,afternoon,Monday,1
Air Asia,06/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4409,150,June,night,Wednesday,0
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,No Info,7228,315,May,night,Wednesday,1
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11667,650,March,late morning,Wednesday,1
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? MAA ? BLR,No Info,4649,315,December,afternoon,Friday,1
Air India,09/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,No Info,12592,1255,September,evening,Thursday,2
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11789,520,December,late morning,Friday,1
Air India,01/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,4667,135,January,late morning,Sunday,0
Air Asia,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,9719,720,May,night,Tuesday,1
Air India,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6902,375,March,noon,Wednesday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,520,May,night,Tuesday,1
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,850,May,late morning,Saturday,1
Air India,24/03/2019,Kolkata,Banglore,CCU ? IXZ ? MAA ? BLR,No Info,11522,1975,March,early morning,Sunday,2
Air India,21/04/2019,Banglore,Delhi,BLR ? DEL,No Info,6121,170,April,noon,Sunday,0
Vistara,06/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8610,385,June,evening,Thursday,1
Air Asia,24/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,5620,150,March,night,Sunday,0
IndiGo,27/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,150,May,afternoon,Monday,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7005,640,May,late morning,Monday,1
Jet Airways,01/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,15129,1195,January,night,Saturday,2
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,520,May,night,Friday,1
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,10197,660,May,late morning,Saturday,1
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,10667,605,March,late morning,Wednesday,1
IndiGo,12/06/2019,Kolkata,Banglore,CCU ? PAT ? BLR,No Info,11160,295,December,late morning,Friday,1
Air India,27/05/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,No Info,12488,1855,May,noon,Monday,2
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,685,May,late morning,Saturday,1
Air India,03/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,9968,1595,March,evening,Wednesday,2
Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,5198,185,May,evening,Saturday,0
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,875,January,afternoon,Saturday,1
IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,4332,145,May,late morning,Saturday,0
IndiGo,06/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,No Info,5069,290,June,late morning,Wednesday,1
Jet Airways,06/05/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4544,180,June,late morning,Wednesday,0
Multiple carriers,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14973,690,March,early morning,Sunday,1
Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? IDR ? GWL ? DEL,No Info,13387,2120,December,early morning,Tuesday,3
SpiceJet,09/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3625,160,September,early morning,Friday,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,10703,1730,May,late morning,Friday,1
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,7615,155,March,afternoon,Sunday,0
IndiGo,27/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,175,May,evening,Monday,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,16736,1045,June,late morning,Monday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,890,September,night,Thursday,1
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9205,630,May,late morning,Saturday,1
Jet Airways,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15554,335,September,night,Thursday,1
SpiceJet,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,No check-in baggage included,1965,90,May,night,Wednesday,0
Air India,15/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,5510,150,June,afternoon,Saturday,0
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8266,535,September,late morning,Thursday,1
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3175,90,May,evening,Monday,0
SpiceJet,09/05/2019,Delhi,Cochin,DEL ? PNQ ? COK,No check-in baggage included,4760,270,September,late morning,Thursday,1
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7740,735,May,late morning,Monday,1
